name;label
2017-10-05_14-28_9467775;NOTA
2017-10-05_14-28_9837646;NOTA
2017-10-05_20-29_1837410;NOTA
2017-10-05_20-29_6760776;NOTA
2017-10-06_12-56_2120243;NOTA
2017-10-06_12-56_3848989;NOTA
2017-10-06_12-56_4338618;NOTA
2017-10-06_12-56_9557018;NOTA
2017-10-06_14-44_1126438;NOTA
2017-10-06_14-44_4292875;NOTA
2017-10-06_14-44_6129121;NOTA
2017-10-06_14-44_6158971;NOTA
2017-10-06_14-44_7052520;NOTA
2017-10-06_14-44_8141293;NOTA
2017-10-06_14-44_8332361;NOTA
2017-10-06_14-44_9122860;NOTA
2017-10-06_14-44_9358091;NOTA
2017-10-09_10-27_6652302;NOTA
2017-10-09_10-28_6456183;NOTA
2017-10-09_10-30_6630596;NOTA
2017-10-09_10-33_2830900;NOTA
2017-10-09_10-34_6002461;NOTA
2017-10-09_10-36_5497441;NOTA
2017-10-09_11-43_1508113;NOTA
2017-10-09_11-50_9918536;NOTA
2017-10-10_16-20_9678202;NOTA
2017-10-11_09-10_6021986;RPA
2017-10-11_09-10_6041846;RPA
2017-10-11_09-28_6690498;RPA
2017-10-13_17-24_1362349;NOTA
2017-10-13_17-24_1884595;NOTA
2017-10-13_17-24_1909636;NOTA
2017-10-13_17-24_2264739;NOTA
2017-10-13_17-24_2603402;NOTA
2017-10-13_17-24_3894859;NOTA
2017-10-13_17-24_6240896;NOTA
2017-10-13_17-24_7305810;NOTA
2017-10-13_17-24_7436479;NOTA
2017-10-13_17-24_7500752;NOTA
2017-10-13_17-24_8004030;NOTA
2017-10-13_17-24_8996785;NOTA
2017-10-13_17-24_9408047;NOTA
2017-10-13_17-36_2849650;NOTA
2017-10-13_17-36_3244180;NOTA
2017-10-13_17-36_8793030;NOTA
2017-10-13_18-49_2345324;NOTA
2017-10-13_18-49_3381700;NOTA
2017-10-13_18-49_3925555;NOTA
2017-10-16_15-39_5167893;NOTA
2017-10-16_15-39_6209702-0;NOTA
2017-10-16_15-39_6209702-1;OUTROS
2017-10-16_15-39_6209702-2;OUTROS
2017-10-16_15-39_7380438;NOTA
2017-10-16_15-39_7503822;NOTA
2017-10-16_15-39_7947725;NOTA
2017-10-16_15-47_5071472;NOTA
2017-10-16_16-25_5549132;NOTA
2017-10-17_14-17_3760837;NOTA
2017-10-17_14-17_3928995;NOTA
2017-10-17_16-59_2624106;NOTA
2017-10-17_16-59_3699346;NOTA
2017-10-17_16-59_5484592;NOTA
2017-10-17_16-59_5867704;NOTA
2017-10-17_16-59_6246531;NOTA
2017-10-17_16-59_7277013;NOTA
2017-10-17_16-59_9750411;NOTA
2017-10-19_10-29_5002961;NOTA
2017-10-19_10-29_7526368;NOTA
2017-10-19_10-30_2150949;NOTA
2017-10-19_16-03_4069863;NOTA
2017-10-19_16-10_9427526;NOTA
2017-10-19_16-34_1120732;NOTA
2017-10-19_16-34_7008245;NOTA
2017-10-20_09-23_5360208;NOTA
2017-10-20_09-25_4385565;NOTA
2017-10-20_15-23_4329743;NOTA
2017-10-23_16-28_3964563;RPA
2017-10-23_16-41_3786720;NOTA
2017-10-24_07-18_1111998;NOTA
2017-10-24_07-18_1274164;NOTA
2017-10-24_07-18_1374092;NOTA
2017-10-24_07-18_1508697;NOTA
2017-10-24_07-18_2257930;NOTA
2017-10-24_07-18_2403275;NOTA
2017-10-24_07-18_2738352;NOTA
2017-10-24_07-18_3338383;NOTA
2017-10-24_07-18_3473152;NOTA
2017-10-24_07-18_3601075;NOTA
2017-10-24_07-18_3639898;NOTA
2017-10-24_07-18_3752119;NOTA
2017-10-24_07-18_4025258;NOTA
2017-10-24_07-18_4484046;NOTA
2017-10-24_07-18_4669405;NOTA
2017-10-24_07-18_4746800;NOTA
2017-10-24_07-18_5274770;NOTA
2017-10-24_07-18_5361644;NOTA
2017-10-24_07-18_5708183;NOTA
2017-10-24_07-18_6034198;NOTA
2017-10-24_07-18_6164654;NOTA
2017-10-24_07-18_6326884;NOTA
2017-10-24_07-18_6514869;NOTA
2017-10-24_07-18_6864734;NOTA
2017-10-24_07-18_6869848;NOTA
2017-10-24_07-18_7017438;NOTA
2017-10-24_07-18_7199356;NOTA
2017-10-24_07-18_7358097;NOTA
2017-10-24_07-18_7471325;NOTA
2017-10-24_07-18_7697747;NOTA
2017-10-24_07-18_7802028;NOTA
2017-10-24_07-18_7940209;NOTA
2017-10-24_07-18_8235928;NOTA
2017-10-24_07-18_8238611;NOTA
2017-10-24_07-18_8314582;NOTA
2017-10-24_07-18_8324335;NOTA
2017-10-24_07-18_8452851;NOTA
2017-10-24_07-18_8477095;NOTA
2017-10-24_07-18_8624206;NOTA
2017-10-24_07-18_8724268;NOTA
2017-10-24_07-18_9099204;NOTA
2017-10-24_07-18_9528449;NOTA
2017-10-24_07-18_9570120;NOTA
2017-10-24_07-18_9624234;NOTA
2017-10-24_07-18_9661830;NOTA
2017-10-24_07-18_9736104;NOTA
2017-10-24_07-18_9746186;NOTA
2017-10-24_10-11_5292835;NOTA
2017-10-24_11-20_1196459;NOTA
2017-10-24_11-20_2769157;NOTA
2017-10-24_12-00_6509121;NOTA
2017-10-24_14-35_1642712;NOTA
2017-10-26_11-28_1186900;NOTA
2017-10-27_15-06_8319631;NOTA
2017-10-30_08-56_3102698;NOTA
2017-10-30_08-56_4717560;NOTA
2017-10-30_08-56_9836358;NOTA
2017-10-30_08-58_6644843;NOTA
2017-10-30_09-14_2156280;NOTA
2017-10-30_09-45_3288381;NOTA
2017-10-30_10-22_5183156;NOTA
2017-10-30_10-23_1096865;NOTA
2017-10-30_10-23_1304232;RECIBO
2017-10-30_10-23_1318525;NOTA
2017-10-30_10-23_2198676;NOTA
2017-10-30_10-23_2431230;RECIBO
2017-10-30_10-23_2895202;NOTA
2017-10-30_10-23_3407012;NOTA
2017-10-30_10-23_3450713;RECIBO
2017-10-30_10-23_3811581;NOTA
2017-10-30_10-23_3874799;NOTA
2017-10-30_10-23_4064682;NOTA
2017-10-30_10-23_4424909;NOTA
2017-10-30_10-23_4707531;NOTA
2017-10-30_10-23_4842347;NOTA
2017-10-30_10-23_5098375;NOTA
2017-10-30_10-23_5350206;RPA
2017-10-30_10-23_5800202;NOTA
2017-10-30_10-23_5827331;RECIBO
2017-10-30_10-23_7048231;NOTA
2017-10-30_10-23_7121146;NOTA
2017-10-30_10-23_7363175;NOTA
2017-10-30_10-23_7561521;NOTA
2017-10-30_10-23_7886502;NOTA
2017-10-30_10-23_7931750;RECIBO
2017-10-30_10-23_8245802;NOTA
2017-10-30_10-23_8653398;NOTA
2017-10-30_10-23_8691220;NOTA
2017-10-30_10-23_8829816;NOTA
2017-10-30_10-23_9361753;NOTA
2017-10-30_13-32_9944407;NOTA
2017-10-30_14-54_7880843;NOTA
2017-10-30_15-05_1554903;NOTA
2017-10-30_15-05_2585827;NOTA
2017-10-30_15-05_5352089;NOTA
2017-10-30_15-05_5465608;NOTA
2017-10-30_15-05_6924977;NOTA
2017-10-30_15-05_7981951;NOTA
2017-10-30_15-05_8969481;NOTA
2017-10-30_15-48_5166544;NOTA
2017-10-30_15-48_5216535;NOTA
2017-10-30_15-48_7649295;NOTA
2017-10-30_15-53_1097681;NOTA
2017-10-30_15-53_2513703;NOTA
2017-10-30_15-53_4017838;NOTA
2017-10-31_08-48_5907487;NOTA
2017-10-31_14-41_1818684;NOTA
2017-10-31_14-41_2042761;NOTA
2017-10-31_14-41_2251824;NOTA
2017-10-31_14-41_5748957;NOTA
2017-10-31_14-41_5776458;NOTA
2017-10-31_14-41_5988453;NOTA
2017-10-31_14-41_6171284;NOTA
2017-10-31_14-41_6780361;NOTA
2017-10-31_14-41_7223712;NOTA
2017-10-31_14-41_7838440;NOTA
2017-10-31_14-41_9175675;NOTA
2017-10-31_14-42_1044190;NOTA
2017-10-31_14-42_1936958;NOTA
2017-10-31_14-42_2013886;NOTA
2017-10-31_14-42_2083505;NOTA
2017-10-31_14-42_3177150;NOTA
2017-10-31_14-42_3986619;NOTA
2017-10-31_14-42_4759837;NOTA
2017-10-31_14-42_5153663;NOTA
2017-10-31_14-42_5355567;NOTA
2017-10-31_14-42_5379354;NOTA
2017-10-31_14-42_5421173;NOTA
2017-10-31_14-42_5473458;NOTA
2017-10-31_14-42_5628581;NOTA
2017-10-31_14-42_5630270;NOTA
2017-10-31_14-42_5995524;NOTA
2017-10-31_14-42_6462714;NOTA
2017-10-31_14-42_8336826;NOTA
2017-10-31_14-42_8516490;NOTA
2017-10-31_14-42_8677382;NOTA
2017-10-31_14-42_9350409;NOTA
2017-10-31_14-42_9357197;NOTA
2017-10-31_14-42_9674249;NOTA
2017-10-31_15-34_8171011;NOTA
2017-11-01_09-55_9796983;NOTA
2017-11-01_11-42_1546864;NOTA
2017-11-01_11-42_4109931;NOTA
2017-11-01_11-42_4695599;NOTA
2017-11-01_11-42_6697900;NOTA
2017-11-01_11-42_6965553;NOTA
2017-11-01_11-42_8077384;NOTA
2017-11-01_11-42_9319813;NOTA
2017-11-01_13-25_4565931;NOTA
2017-11-01_17-15_3350726;NOTA
2017-11-03_08-48_9658961;RPA
2017-11-03_10-13_7986812;RPA
2017-11-03_10-51_5884079;NOTA
2017-11-06_14-12_6798347;NOTA
2017-11-06_14-56_1204535;NOTA
2017-11-06_14-56_3480922;NOTA
2017-11-06_14-56_7494306;NOTA
2017-11-06_14-56_8839547;NOTA
2017-11-07_14-28_9226447;RPA
2017-11-08_10-46_2133442;NOTA
2017-11-08_11-44_4156880;NOTA
2017-11-08_14-57_1769887;NOTA
2017-11-08_14-57_2097230;NOTA
2017-11-08_14-57_2979416;NOTA
2017-11-08_14-57_4154948;NOTA
2017-11-08_14-57_4235839;NOTA
2017-11-08_14-57_4452564;NOTA
2017-11-08_14-57_4480855;NOTA
2017-11-08_14-57_5044632;NOTA
2017-11-08_14-57_5123398;NOTA
2017-11-08_14-57_5362029;NOTA
2017-11-08_14-57_6012198;NOTA
2017-11-08_14-57_6340529;NOTA
2017-11-08_14-57_6499849;NOTA
2017-11-08_14-57_6670575;NOTA
2017-11-08_14-57_7660427;NOTA
2017-11-08_14-57_8299629;NOTA
2017-11-08_14-57_9027271;NOTA
2017-11-08_14-57_9097154;NOTA
2017-11-09_08-32_1030151;NOTA
2017-11-09_08-32_1197269;NOTA
2017-11-09_08-32_1779877;NOTA
2017-11-09_08-32_2089839;NOTA
2017-11-09_08-32_2618964;NOTA
2017-11-09_08-32_2845236;NOTA
2017-11-09_08-32_3104299;NOTA
2017-11-09_08-32_4639511;NOTA
2017-11-09_08-32_4846719;NOTA
2017-11-09_08-32_4876230;NOTA
2017-11-09_08-32_4939822;NOTA
2017-11-09_08-32_4946973;NOTA
2017-11-09_08-32_5244844;NOTA
2017-11-09_08-32_5309952;NOTA
2017-11-09_08-32_5561600;NOTA
2017-11-09_08-32_6673432;NOTA
2017-11-09_08-32_7694556;NOTA
2017-11-09_08-32_7811804;NOTA
2017-11-09_08-32_8358862;NOTA
2017-11-09_08-32_8939126;NOTA
2017-11-09_08-32_9181945;NOTA
2017-11-09_08-32_9215674;NOTA
2017-11-09_08-32_9618014;NOTA
2017-11-09_08-32_9882325;NOTA
2017-11-09_10-50_1341517;NOTA
2017-11-09_13-21_4190687;NOTA
2017-11-09_13-29_9336549;NOTA
2017-11-09_13-32_7237453;NOTA
2017-11-10_07-50_1275645;NOTA
2017-11-10_07-50_4545665;NOTA
2017-11-10_07-50_9220055;NOTA
2017-11-10_13-36_9695697;NOTA
2017-11-10_14-24_8765219;NOTA
2017-11-10_14-27_1535757;NOTA
2017-11-10_14-27_5846569-0;NOTA
2017-11-10_14-27_5846569-1;BOLETO
2017-11-10_14-27_6281339;NOTA
2017-11-10_14-27_6722974;NOTA
2017-11-10_14-27_6847555;NOTA
2017-11-10_14-27_8414642;NOTA
2017-11-10_14-27_9858778;NOTA
2017-11-10_17-16_1199972;NOTA
2017-11-13_08-33_1460279;NOTA
2017-11-13_08-33_2749995;NOTA
2017-11-13_08-33_3622230;NOTA
2017-11-13_08-33_4340676;NOTA
2017-11-13_08-33_4818851;NOTA
2017-11-13_08-33_6138019;NOTA
2017-11-13_08-33_6748270;NOTA
2017-11-13_08-33_6859431;NOTA
2017-11-13_08-33_7143753;NOTA
2017-11-13_08-33_7516729;NOTA
2017-11-13_08-33_8072619;NOTA
2017-11-13_08-33_9266037;NOTA
2017-11-13_09-41_7801749;OUTROS
2017-11-14_10-35_2170725;NOTA
2017-11-14_10-42_1535016;NOTA
2017-11-14_10-42_3128196;NOTA
2017-11-14_10-42_7761787;NOTA
2017-11-14_15-53_7423771;NOTA
2017-11-14_15-55_2292297;NOTA
2017-11-17_15-17_5119089;NOTA
2017-11-17_15-29_1123324;NOTA
2017-11-17_16-28_2097166;NOTA
2017-11-17_16-28_2889252;NOTA
2017-11-17_16-28_2990835;NOTA
2017-11-17_16-28_4090402;NOTA
2017-11-17_16-28_4104053;NOTA
2017-11-17_16-28_4697354;NOTA
2017-11-17_16-28_4755964;NOTA
2017-11-17_16-28_7540649;NOTA
2017-11-20_14-11_1031827;NOTA
2017-11-20_14-11_1818374;NOTA
2017-11-20_14-11_2132334;NOTA
2017-11-20_14-11_2295737;NOTA
2017-11-20_14-11_2807422;NOTA
2017-11-20_14-11_2819039;NOTA
2017-11-20_14-11_3386782;NOTA
2017-11-20_14-11_3476519;NOTA
2017-11-20_14-11_4866479;NOTA
2017-11-20_14-11_5106115;NOTA
2017-11-20_14-11_5876551;NOTA
2017-11-20_14-11_5900698;NOTA
2017-11-20_14-11_6202136;NOTA
2017-11-20_14-11_6255416;NOTA
2017-11-20_14-11_6322047;NOTA
2017-11-20_14-11_6950244;NOTA
2017-11-20_14-11_7281350;NOTA
2017-11-20_14-11_7482941;NOTA
2017-11-20_14-11_7543240;NOTA
2017-11-20_14-11_7890644;NOTA
2017-11-20_14-11_7968519;NOTA
2017-11-20_14-11_8090427;NOTA
2017-11-20_14-11_8136417;NOTA
2017-11-20_14-11_8253665;RECIBO
2017-11-20_14-11_8283520;NOTA
2017-11-20_14-11_8568199;NOTA
2017-11-20_14-11_8690104;NOTA
2017-11-20_14-11_9761135;NOTA
2017-11-20_14-50_2578780;RECIBO
2017-11-20_14-50_3485748;RECIBO
2017-11-20_14-50_4915284;RECIBO
2017-11-20_14-50_8117181;RECIBO
2017-11-20_14-50_9909912;RECIBO
2017-11-20_15-13_5498718;NOTA
2017-11-20_16-54_3533295;NOTA
2017-11-21_09-09_3407796;NOTA
2017-11-21_10-49_4000807-0;RECIBO
2017-11-21_10-49_4000807-1;RPA
2017-11-21_10-49_8978355-0;RECIBO
2017-11-21_10-49_8978355-1;RPA
2017-11-21_10-49_9069899-0;RECIBO
2017-11-21_10-49_9069899-1;RPA
2017-11-22_13-09_1651443;NOTA
2017-11-23_10-55_7283079;NOTA
2017-11-23_14-37_2665511;NOTA
2017-11-23_15-05_1954768;NOTA
2017-11-23_15-05_2681060;NOTA
2017-11-23_15-05_3300970;NOTA
2017-11-23_15-05_3466461;NOTA
2017-11-23_15-05_3776068;NOTA
2017-11-23_15-05_4047769;NOTA
2017-11-23_15-05_4556497;NOTA
2017-11-23_15-05_4738141;NOTA
2017-11-23_15-05_4867257;NOTA
2017-11-23_15-05_5186399;NOTA
2017-11-23_15-05_5487455;NOTA
2017-11-23_15-05_5579087;NOTA
2017-11-23_15-05_6040978;NOTA
2017-11-23_15-05_6155593;NOTA
2017-11-23_15-05_6179964;NOTA
2017-11-23_15-05_7100532;NOTA
2017-11-23_15-05_7332792;NOTA
2017-11-23_15-05_7741747;NOTA
2017-11-23_15-05_8030111;NOTA
2017-11-23_15-05_8535832;NOTA
2017-11-23_15-05_9088533;NOTA
2017-11-23_15-05_9827833;NOTA
2017-11-24_14-15_3925914;NOTA
2017-11-27_10-45_2429873;NOTA
2017-11-27_10-51_5285958;NOTA
2017-11-27_11-33_4998078;NOTA
2017-11-27_11-36_8297194;NOTA
2017-11-27_11-37_8216410;NOTA
2017-11-27_11-41_2437945;NOTA
2017-11-28_10-32_4431433;NOTA
2017-11-28_10-32_8241514;NOTA
2017-11-28_10-55_1541978;NOTA
2017-11-28_10-55_2371784;NOTA
2017-11-28_10-55_2379606;NOTA
2017-11-28_10-55_3515305;NOTA
2017-11-28_10-55_3939670;NOTA
2017-11-28_10-55_3941898;NOTA
2017-11-28_10-55_4617076;NOTA
2017-11-28_10-55_5617315;NOTA
2017-11-28_10-55_5629773;NOTA
2017-11-28_10-55_6909043;NOTA
2017-11-28_10-55_8205234;NOTA
2017-11-28_10-55_8402334;NOTA
2017-11-28_10-55_9224125;NOTA
2017-11-28_10-55_9238655;NOTA
2017-11-28_13-51_6785791;NOTA
2017-11-28_13-51_7800451;NOTA
2017-11-30_10-27_3432648;NOTA
2017-11-30_10-30_2787959;NOTA
2017-11-30_10-42_1459387;NOTA
2017-11-30_10-46_9089844;NOTA
2017-11-30_10-48_3607451;NOTA
2017-11-30_10-53_7853118;NOTA
2017-11-30_10-53_8630255;NOTA
2017-11-30_14-02_7331792;NOTA
2017-11-30_14-07_6075485;NOTA
2017-11-30_16-28_2632654;NOTA
2017-11-30_16-28_8610522;NOTA
2017-11-30_16-36_7814593;NOTA
2017-12-01_08-42_1841018;NOTA
2017-12-01_08-42_1857213;NOTA
2017-12-01_08-42_3081302;NOTA
2017-12-01_08-42_3333058;NOTA
2017-12-01_08-42_3356995;NOTA
2017-12-01_08-42_4915244;NOTA
2017-12-01_08-42_5568074;NOTA
2017-12-01_08-42_6287874;NOTA
2017-12-01_08-42_6825206;NOTA
2017-12-01_10-09_1069037;NOTA
2017-12-01_10-09_1626684;NOTA
2017-12-01_10-09_1631193;NOTA
2017-12-01_10-09_1775021;NOTA
2017-12-01_10-09_2543201;RECIBO
2017-12-01_10-09_3622257;NOTA
2017-12-01_10-09_4188759;NOTA
2017-12-01_10-09_5666772;NOTA
2017-12-01_10-09_6746428;NOTA
2017-12-01_10-09_7293352;NOTA
2017-12-01_10-09_8226116;NOTA
2017-12-01_10-09_8250468;NOTA
2017-12-04_09-57_1438903-0;RECIBO
2017-12-04_09-57_1438903-1;RPA
2017-12-04_09-57_1727817;NOTA
2017-12-04_09-57_4434343;NOTA
2017-12-05_10-29_4536657;NOTA
2017-12-05_13-05_7920818;NOTA
2017-12-05_13-11_8051311;NOTA
2017-12-07_14-40_1175742;NOTA
2017-12-07_14-40_1313220;NOTA
2017-12-07_14-40_1672609;NOTA
2017-12-07_14-40_2022967;NOTA
2017-12-07_14-40_2343291;NOTA
2017-12-07_14-40_2622160;NOTA
2017-12-07_14-40_3018965;NOTA
2017-12-07_14-40_3200901;NOTA
2017-12-07_14-40_3930152;NOTA
2017-12-07_14-40_4717623;NOTA
2017-12-07_14-40_4747237;NOTA
2017-12-07_14-40_5621889;NOTA
2017-12-07_14-40_5634881;NOTA
2017-12-07_14-40_5754137;NOTA
2017-12-07_14-40_5914033;NOTA
2017-12-07_14-40_6206296;NOTA
2017-12-07_14-40_6890914;NOTA
2017-12-07_14-40_7485527;NOTA
2017-12-07_14-40_7533814;NOTA
2017-12-07_14-40_8224680;NOTA
2017-12-07_14-40_8483374;NOTA
2017-12-07_14-40_8620465;NOTA
2017-12-07_14-40_8874871;NOTA
2017-12-07_14-40_9227373;NOTA
2017-12-07_14-40_9344699;NOTA
2017-12-07_14-40_9430649;NOTA
2017-12-07_14-40_9705922;NOTA
2017-12-07_14-40_9706865;NOTA
2017-12-07_14-40_9738039;NOTA
2017-12-07_14-40_9975963;NOTA
2017-12-07_14-49_3685179;NOTA
2017-12-07_14-51_2503461;NOTA
2017-12-12_13-47_6847473-0;RECIBO
2017-12-12_13-47_6847473-1;RPA
2017-12-12_13-47_7280163-0;RECIBO
2017-12-12_13-47_7280163-1;RPA
2017-12-13_08-05_3646033;NOTA
2017-12-13_10-47_1042072;NOTA
2017-12-13_10-47_1383981;NOTA
2017-12-13_10-47_2385196;NOTA
2017-12-13_10-47_3203810;NOTA
2017-12-13_10-47_3601496;NOTA
2017-12-13_10-47_3641001;NOTA
2017-12-13_10-47_3735371;NOTA
2017-12-13_10-47_3904393;NOTA
2017-12-13_10-47_4374213;NOTA
2017-12-13_10-47_4496376;NOTA
2017-12-13_10-47_5855556;NOTA
2017-12-13_10-47_6015288;NOTA
2017-12-13_10-47_6463843;NOTA
2017-12-13_10-47_6611388;NOTA
2017-12-13_10-47_6722926;NOTA
2017-12-13_10-47_7511707;NOTA
2017-12-13_10-47_7860707;NOTA
2017-12-13_10-47_9159938;NOTA
2017-12-13_10-47_9302467;NOTA
2017-12-13_10-47_9435118;NOTA
2017-12-14_14-09_4361893;NOTA
2017-12-14_15-38_4791838;NOTA
2017-12-14_15-38_8396667;NOTA
2017-12-14_15-38_9243801;NOTA
2017-12-14_15-38_9964419;NOTA
2017-12-18_10-58_1597848;NOTA
2017-12-18_10-58_3825024;NOTA
2017-12-18_11-01_2745950;NOTA
2017-12-19_16-26_1389645;NOTA
2017-12-19_16-26_1469301;NOTA
2017-12-19_16-26_2130264;NOTA
2017-12-19_16-26_2488641;NOTA
2017-12-19_16-26_2603087;NOTA
2017-12-19_16-26_2650055;NOTA
2017-12-19_16-26_2726968;NOTA
2017-12-19_16-26_3296880;NOTA
2017-12-19_16-26_3432412;NOTA
2017-12-19_16-26_3629736;NOTA
2017-12-19_16-26_3834253;NOTA
2017-12-19_16-26_3936761;NOTA
2017-12-19_16-26_3990846;NOTA
2017-12-19_16-26_3993264;NOTA
2017-12-19_16-26_3994354;NOTA
2017-12-19_16-26_4178180;NOTA
2017-12-19_16-26_4462706;NOTA
2017-12-19_16-26_4511516;NOTA
2017-12-19_16-26_4659205;NOTA
2017-12-19_16-26_4766639;NOTA
2017-12-19_16-26_5021602;NOTA
2017-12-19_16-26_5552182;NOTA
2017-12-19_16-26_5581636;NOTA
2017-12-19_16-26_7383270;NOTA
2017-12-19_16-26_7918946;NOTA
2017-12-19_16-26_8275143;NOTA
2017-12-19_16-26_9220317;NOTA
2017-12-19_16-26_9243547;NOTA
2017-12-19_16-26_9289119;NOTA
2017-12-19_16-26_9556775;NOTA
2017-12-19_16-26_9907768;NOTA
2017-12-19_16-26_9938229;NOTA
2017-12-22_07-56_1286316;NOTA
2017-12-22_07-56_2865629;NOTA
2017-12-22_07-57_3603846;NOTA
2017-12-22_07-57_5426778;NOTA
2017-12-22_08-00_3866369;NOTA
2017-12-22_08-08_3240457;NOTA
2017-12-22_08-10_9736968;NOTA
2017-12-22_08-12_2207620;NOTA
2017-12-22_08-14_5467448;NOTA
2017-12-22_08-17_8635533;NOTA
2017-12-22_08-23_4311115;NOTA
2017-12-22_08-24_9265532;NOTA
2017-12-22_08-28_7856697;NOTA
2017-12-22_08-32_3444184;NOTA
2017-12-22_08-35_9534242;NOTA
2017-12-22_08-36_1215810;NOTA
2017-12-22_08-36_1948693;NOTA
2017-12-22_08-36_2568307;NOTA
2017-12-22_08-36_3482853;NOTA
2017-12-22_08-36_3721505;NOTA
2017-12-22_08-36_3950440;NOTA
2017-12-22_08-36_4630239;NOTA
2017-12-22_08-36_4652094;NOTA
2017-12-22_08-36_4672750;NOTA
2017-12-22_08-36_5287291;NOTA
2017-12-22_08-36_6430191;NOTA
2017-12-22_08-36_6474034;NOTA
2017-12-22_08-36_7403820;NOTA
2017-12-22_08-36_7866005;NOTA
2017-12-22_08-36_7922139;NOTA
2017-12-22_08-36_7986922;NOTA
2017-12-22_08-36_8004179;NOTA
2017-12-22_08-36_8981557;NOTA
2017-12-22_08-36_9458893;NOTA
2017-12-22_08-38_6898471;NOTA
2017-12-22_08-43_1557841;NOTA
2017-12-22_09-36_3518072;NOTA
2017-12-22_10-36_2361306;NOTA
2017-12-22_10-36_2388820;NOTA
2017-12-22_10-36_3031086;NOTA
2017-12-22_10-36_3440249;NOTA
2017-12-22_10-36_4815352;NOTA
2017-12-22_10-36_5058001;NOTA
2017-12-22_10-36_5170713;NOTA
2017-12-22_10-36_5174521;NOTA
2017-12-22_10-36_6251525;NOTA
2017-12-22_10-36_7047708;NOTA
2017-12-22_10-36_8957232;NOTA
2017-12-22_10-36_9232549;NOTA
2017-12-22_10-36_9388923;NOTA
2017-12-22_10-36_9422651;NOTA
2017-12-22_10-36_9440025;NOTA
2017-12-22_10-36_9494012;NOTA
2017-12-22_14-41_9269552;NOTA
2017-12-22_14-43_1953109;NOTA
2017-12-22_14-57_6937400;NOTA
2017-12-22_15-00_9113293;NOTA
2017-12-22_15-37_5278398;NOTA
2017-12-22_16-11_6908438;NOTA
2017-12-22_17-50_8521075;NOTA
2017-12-22_20-08_1093188;NOTA
2017-12-22_20-08_2298901;NOTA
2017-12-22_20-08_6626132;NOTA
2017-12-22_20-08_6626647;NOTA
2017-12-22_20-08_6677257;NOTA
2017-12-22_20-08_8843690;NOTA
2017-12-22_20-08_9591630;NOTA
2017-12-22_20-09_2311013;NOTA
2017-12-22_20-09_2330624;NOTA
2017-12-22_20-09_4345136;NOTA
2017-12-22_20-09_4353173;NOTA
2017-12-22_20-09_5069143;NOTA
2017-12-22_20-09_5108420;NOTA
2017-12-22_20-09_5433357;NOTA
2017-12-22_20-09_5623176;NOTA
2017-12-22_20-09_6947657;NOTA
2017-12-22_20-09_6976219;NOTA
2017-12-22_20-09_9360900;NOTA
2017-12-26_16-34_3368968;NOTA
2017-12-26_16-34_5454517;NOTA
2017-12-26_16-34_6323837;NOTA
2017-12-26_16-34_6796112;NOTA
2017-12-27_16-15_2429956;NOTA
2017-12-27_16-15_5261348;NOTA
2017-12-27_16-15_7893208;NOTA
2017-12-28_09-28_4100306;NOTA
2017-12-28_13-19_1056489;NOTA
2017-12-28_16-17_1320664;NOTA
2017-12-28_16-27_7642604;NOTA
2017-12-29_08-42_7422448;NOTA
2017-12-29_08-53_1051579;NOTA
2017-12-29_08-53_1181221;NOTA
2017-12-29_08-53_1282487;NOTA
2017-12-29_08-53_1731095;NOTA
2017-12-29_08-53_2366796;NOTA
2017-12-29_08-53_2640818;NOTA
2017-12-29_08-53_3257631;NOTA
2017-12-29_08-53_3475505;NOTA
2017-12-29_08-53_3748786;NOTA
2017-12-29_08-53_3864835;NOTA
2017-12-29_08-53_3911241;NOTA
2017-12-29_08-53_3984937;NOTA
2017-12-29_08-53_4410945;NOTA
2017-12-29_08-53_4469346;NOTA
2017-12-29_08-53_4508275;NOTA
2017-12-29_08-53_5229684;NOTA
2017-12-29_08-53_5335563;NOTA
2017-12-29_08-53_5686810;NOTA
2017-12-29_08-53_5930746;NOTA
2017-12-29_08-53_6189504;NOTA
2017-12-29_08-53_6376959;NOTA
2017-12-29_08-53_6560748;NOTA
2017-12-29_08-53_6954316;NOTA
2017-12-29_08-53_7221550;NOTA
2017-12-29_08-53_7231109;NOTA
2017-12-29_08-53_7451100;NOTA
2017-12-29_08-53_7964611;NOTA
2017-12-29_08-53_8211363;NOTA
2017-12-29_08-53_8708962;NOTA
2017-12-29_08-53_8718332;NOTA
2017-12-29_08-53_8728742;NOTA
2017-12-29_08-53_8801847;NOTA
2017-12-29_08-53_8890090;NOTA
2017-12-29_08-53_9132878;NOTA
2017-12-29_08-53_9166161;NOTA
2017-12-29_08-53_9364476;NOTA
2017-12-29_08-53_9590881;NOTA
2017-12-29_08-56_1668167-0;RECIBO
2017-12-29_08-56_1668167-1;RECIBO
2017-12-29_08-56_3122105;RECIBO
2017-12-29_08-56_3274197;RECIBO
2017-12-29_08-56_8909514-0;RECIBO
2017-12-29_08-56_8909514-1;RECIBO
2017-12-29_08-56_9873053;RECIBO
2017-12-29_08-58_1002970;NOTA
2017-12-29_08-58_1029112;NOTA
2017-12-29_08-58_1124411;NOTA
2017-12-29_08-58_1155345;NOTA
2017-12-29_08-58_1248591;NOTA
